entity,author,ownership,color,w,h,x,y
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/DummySCM.java,Thierry Lacour,0.09821428,#000000,21.48437432091063,102.85714387893677,103.125,47.14285612106323
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/DummySCM.java,Claus Schneider(Praqma),0.071428575,#000000,25.39062567908937,63.29670443337343,124.60937432091063,47.14285612106323
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/DummySCM.java,Andrius Ordojan,0.04464286,#000000,25.390625679089368,39.56043944556334,124.60937432091063,110.43956055443667
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/PretestedIntegrationJobDslExtension.java,Thierry Lacour,0.88135594,#000000,132.20339119434357,150.0,0.0,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/PretestedIntegrationJobDslExtension.java,Simon Groenborg,0.084745765,#000000,17.796608805656433,107.14286790818667,132.20339119434357,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/PretestedIntegrationJobDslExtension.java,Claus Schneider(Praqma),0.033898305,#000000,17.79661467299013,42.85713209181333,132.20339119434357,107.14286790818667
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/RepositoryListenerAwareCallback.java,Thierry Lacour,0.53571427,#000000,80.35714030265808,150.0,0.0,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/RepositoryListenerAwareCallback.java,Simon Groenborg,0.2857143,#000000,69.64285969734192,92.30769304834172,80.35714030265808,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/RepositoryListenerAwareCallback.java,Andrius Ordojan,0.10714286,#000000,41.785715237259865,57.69230695165828,80.35714030265808,92.30769304834172
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/RepositoryListenerAwareCallback.java,Claus Schneider(Praqma),0.071428575,#000000,27.857144460082054,57.6923069516583,122.14285553991795,92.30769304834172
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/PretestTriggerCommitAction.java,Claus Schneider(Praqma),0.5,#000000,75.0,150.0,0.0,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/PretestTriggerCommitAction.java,Simon Groenborg,0.5,#000000,75.0,150.0,75.0,0.0
pretested-integration-plugin/ci/seed.groovy,Praqma Service User,1.0,#000000,150.0,150.0,0.0,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/IntegrationStrategyAsGitPluginExt.java,Claus Schneider(Praqma),0.5,#000000,75.0,150.0,0.0,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/IntegrationStrategyAsGitPluginExt.java,Simon Groenborg,0.5,#000000,75.0,150.0,75.0,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/GetAllCommitsFromBranchCallback.java,Bue Petersen,0.42937854,#000000,64.40678089857101,150.0,0.0,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/GetAllCommitsFromBranchCallback.java,Andrius Ordojan,0.31638417,#000000,85.59321910142899,83.16831427200223,64.40678089857101,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/GetAllCommitsFromBranchCallback.java,Thierry Lacour,0.15254237,#000000,51.355928450822944,66.83168572799777,64.40678089857101,83.16831427200223
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/GetAllCommitsFromBranchCallback.java,Simon Groenborg,0.073446326,#000000,34.23729065060604,48.26732205285315,115.76270934939396,83.16831427200223
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/GetAllCommitsFromBranchCallback.java,Claus Schneider(Praqma),0.028248588,#000000,34.237274847930735,18.564363675144612,115.76270934939396,131.43563632485538
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/CommitMessagesWithSpecialCharsIT.java,Bue Petersen,0.95386535,#000000,143.07980239391327,150.0,0.0,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/CommitMessagesWithSpecialCharsIT.java,Thierry Lacour,0.018703243,#000000,6.920197606086731,60.81083028858763,143.07980239391327,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/CommitMessagesWithSpecialCharsIT.java,Simon Groenborg,0.017456358,#000000,4.4037640779783755,89.18916971141238,143.07980239391327,60.810830288587624
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/CommitMessagesWithSpecialCharsIT.java,Praqma Service User,0.009975063,#000000,2.5164335281083554,89.1892862917264,147.48356647189163,60.810830288587624
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/PipAsGitExtensionIT.java,Simon Groenborg,1.0,#000000,150.0,150.0,0.0,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/BuildResultValidator.java,Bue Petersen,0.8888889,#000000,133.33333432674408,150.0,0.0,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/BuildResultValidator.java,Thierry Lacour,0.083333336,#000000,16.66666567325592,112.5000100582844,133.33333432674408,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/BuildResultValidator.java,Andrius Ordojan,0.027777778,#000000,16.666671261192867,37.4999899417156,133.33333432674408,112.5000100582844
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/UniqueBranchGenerator.java,Thierry Lacour,1.0,#000000,150.0,150.0,0.0,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/TwoBranchHeadsIT.java,Andrius Ordojan,0.79310346,#000000,118.96551847457886,150.0,0.0,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/TwoBranchHeadsIT.java,Bue Petersen,0.13103448,#000000,31.034481525421143,95.00000072022281,118.96551847457886,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/TwoBranchHeadsIT.java,Thierry Lacour,0.06896552,#000000,28.213166408548688,54.999999279777185,118.96551847457886,95.00000072022281
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/TwoBranchHeadsIT.java,Simon Grønborg,0.0068965517,#000000,2.821315116872455,55.00002898898306,147.17868488312754,95.00000072022281
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/PretestedIntegrationPostCheckout.java,Andreas Frisch,0.26898733,#000000,40.348099172115326,150.0,0.0,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/PretestedIntegrationPostCheckout.java,Simon Groenborg,0.23101266,#000000,109.65190082788467,47.40259630396456,40.348099172115326,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/PretestedIntegrationPostCheckout.java,Claus Schneider(Praqma),0.17827004,#000000,39.09529675421421,102.59740369603544,40.348099172115326,47.40259630396456
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/PretestedIntegrationPostCheckout.java,Esben Skaarup,0.094936706,#000000,70.55660407367046,30.27464141554657,79.44339592632954,47.40259630396456
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/PretestedIntegrationPostCheckout.java,Alexander Uldall,0.07489452,#000000,23.300086918939257,72.32276228048887,79.44339592632954,77.67723771951113
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/PretestedIntegrationPostCheckout.java,Thierry Lacour,0.06434599,#000000,47.2565171547312,30.63672339722946,102.7434828452688,77.67723771951113
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/PretestedIntegrationPostCheckout.java,Ronni Elken Lindsgaard,0.04535865,#000000,24.48228857989073,41.686038883259414,102.7434828452688,108.31396111674059
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/PretestedIntegrationPostCheckout.java,Andrius Ordojan,0.01898734,#000000,22.774228574840468,18.758710872686606,127.22577142515954,108.31396111674059
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/PretestedIntegrationPostCheckout.java,Bue Petersen,0.010548524,#000000,10.35191634642453,22.927328010572808,127.22577142515954,127.07267198942719
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/PretestedIntegrationPostCheckout.java,Simon Grønborg,0.0073839664,#000000,12.422312228415938,13.374260756201748,137.57768777158407,127.07267198942719
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/PretestedIntegrationPostCheckout.java,Claus Schneider (Praqma),0.005274262,#000000,12.422281519262233,9.55306725437106,137.57768777158407,140.44693274562894
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/GitIntegrationStrategyTest.java,Thierry Lacour,0.60714287,#000000,91.07142984867096,150.0,0.0,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/GitIntegrationStrategyTest.java,Claus Schneider(Praqma),0.19642857,#000000,58.92857015132904,75.0,91.07142984867096,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/GitIntegrationStrategyTest.java,Simon Groenborg,0.19642857,#000000,58.92857015132904,75.0,91.07142984867096,75.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/EnvVarsIT.java,Thierry Lacour,1.0,#000000,150.0,150.0,0.0,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/PretestedIntegrationAsGitPluginExt.java,Simon Groenborg,0.5392562,#000000,80.888432264328,150.0,0.0,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/PretestedIntegrationAsGitPluginExt.java,Claus Schneider(Praqma),0.446281,#000000,69.111567735672,145.2914832578223,80.888432264328,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/PretestedIntegrationAsGitPluginExt.java,Bue Petersen,0.01446281,#000000,69.11162114040818,4.708516742177693,80.888432264328,145.2914832578223
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/PretestedIntegrationAsGitPluginExt.java,Florent Haxha,0.0,#000000,-5.340473617820862E-5,0.0,150.00005340473618,145.2914832578223
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/PretestedIntegrationAsGitPluginExt.java,Simon Grønborg,0.0,#000000,0.0,4.708516742177693,150.00005340473618,145.2914832578223
pretested-integration-plugin/check_for_changelog.rb,Bue Petersen,1.0,#000000,150.0,150.0,0.0,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/NothingToDoFailsBuild.java,Thierry Lacour,1.0,#000000,150.0,150.0,0.0,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/DummyBridge.java,Thierry Lacour,0.25,#000000,37.5,150.0,0.0,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/DummyBridge.java,Claus Schneider(Praqma),0.20833333,#000000,112.5,41.66666567325592,37.5,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/DummyBridge.java,Ronni Elken Lindsgaard,0.20833333,#000000,43.26922934083545,108.33333432674408,37.5,41.66666567325592
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/DummyBridge.java,Simon Groenborg,0.20833333,#000000,69.23077065916455,67.70833032205708,80.76922934083545,41.66666567325592
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/DummyBridge.java,Andrius Ordojan,0.125,#000000,69.23076240621454,40.625004004687,80.76922934083545,109.374995995313
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/GeneralBehaviourIT.java,Thierry Lacour,0.5084746,#000000,76.27118825912476,150.0,0.0,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/GeneralBehaviourIT.java,Simon Grønborg,0.44067797,#000000,73.72881174087524,134.4827633249208,76.27118825912476,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/GeneralBehaviourIT.java,Florent Haxha,0.050847456,#000000,73.7288333475655,15.517236675079204,76.27118825912476,134.4827633249208
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/SquashCommitStrategyIT.java,Andrius Ordojan,0.91885144,#000000,137.8277152776718,150.0,0.0,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/SquashCommitStrategyIT.java,Thierry Lacour,0.07990012,#000000,12.172284722328186,147.69230366661353,137.8277152776718,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/SquashCommitStrategyIT.java,Bue Petersen,0.0012484394,#000000,12.17226315642738,2.307696333386474,137.8277152776718,147.69230366661353
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/SquashCommitStrategy.java,Thierry Lacour,0.22657177,#000000,33.985765278339386,150.0,0.0,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/SquashCommitStrategy.java,Simon Groenborg,0.1945433,#000000,116.01423472166061,37.730062236183066,33.985765278339386,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/SquashCommitStrategy.java,Bue Petersen,0.19098458,#000000,38.27518805792894,112.26993776381693,33.985765278339386,37.73006223618307
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/SquashCommitStrategy.java,Jes Struck,0.16370107,#000000,77.73904666373167,47.37997551571937,72.26095333626833,37.73006223618307
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/SquashCommitStrategy.java,Claus Schneider(Praqma),0.13641755,#000000,47.30153682186393,64.88996224809756,72.26095333626833,85.11003775190244
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/SquashCommitStrategy.java,Andrius Ordojan,0.048635826,#000000,30.437509841867744,35.95254933035288,119.56249015813225,85.11003775190244
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/SquashCommitStrategy.java,Simon Grønborg,0.03321471,#000000,25.82577066626315,28.93741291774468,119.56249015813225,121.06258708225532
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/SquashCommitStrategy.java,Aske Olsson,0.005931198,#000000,4.611739175604594,28.937446996142928,145.38826082439542,121.06258708225532
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/JENKINS_24754_IT.java,Bue Petersen,0.60091746,#000000,90.13761878013611,150.0,0.0,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/JENKINS_24754_IT.java,Thierry Lacour,0.22477064,#000000,59.86238121986389,84.48276183952969,90.13761878013611,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/JENKINS_24754_IT.java,Simon Grønborg,0.1559633,#000000,53.56108385894136,65.51723816047031,90.13761878013611,84.48276183952969
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/JENKINS_24754_IT.java,Florent Haxha,0.018348623,#000000,6.301297360922533,65.51730466981503,143.69870263907745,84.48276183952969
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/AccumulatedCommitStrategy.java,Simon Groenborg,0.23368146,#000000,35.05221828818321,150.0,0.0,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/AccumulatedCommitStrategy.java,Bue Petersen,0.20887728,#000000,114.94778171181679,40.88585910912891,35.05221828818321,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/AccumulatedCommitStrategy.java,Thierry Lacour,0.18798956,#000000,38.764592080711594,109.11414089087108,35.05221828818321,40.885859109128916
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/AccumulatedCommitStrategy.java,Jes Struck,0.15665796,#000000,76.1831896311052,46.26747983208696,73.8168103688948,40.885859109128916
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/AccumulatedCommitStrategy.java,Claus Schneider(Praqma),0.15274152,#000000,54.68364075405554,62.84666105878412,73.8168103688948,87.15333894121588
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/AccumulatedCommitStrategy.java,Simon Grønborg,0.033942558,#000000,21.499548877049655,35.52202683287142,128.50045112295035,87.15333894121588
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/AccumulatedCommitStrategy.java,Andrius Ordojan,0.02610966,#000000,21.49955041081279,27.324634225912703,128.50045112295035,122.6753657740873
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/AccumulatedCommitStrategy.java,Florent Haxha,0.0,#000000,-1.5337631360523574E-6,0.0,150.00000153376314,122.6753657740873
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/StaticGitRepositoryTestBase.java,Bue Petersen,0.9142857,#000000,137.14285790920258,150.0,0.0,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/StaticGitRepositoryTestBase.java,Thierry Lacour,0.045714285,#000000,12.857142090797424,80.00000391155504,137.14285790920258,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/StaticGitRepositoryTestBase.java,Claus Schneider(Praqma),0.034285713,#000000,11.02040836169408,69.99999608844496,137.14285790920258,80.00000391155504
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/StaticGitRepositoryTestBase.java,Simon Groenborg,0.0057142857,#000000,1.8367337291033436,70.00003601892126,148.16326627089666,80.00000391155504
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/exceptions/IntegrationFailedException.java,Thierry Lacour,1.0,#000000,150.0,150.0,0.0,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/exceptions/IntegrationUnknownFailureException.java,Claus Schneider(Praqma),0.5,#000000,75.0,150.0,0.0,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/exceptions/IntegrationUnknownFailureException.java,Simon Groenborg,0.5,#000000,75.0,150.0,75.0,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/exceptions/UnsupportedConfigurationException.java,Thierry Lacour,1.0,#000000,150.0,150.0,0.0,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/AbstractSCMBridgeTest.java,Ronni Elken Lindsgaard,0.6846847,#000000,102.7027040719986,150.0,0.0,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/AbstractSCMBridgeTest.java,Andrius Ordojan,0.22522523,#000000,47.297295928001404,107.14286018086948,102.7027040719986,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/AbstractSCMBridgeTest.java,Thierry Lacour,0.09009009,#000000,47.29729983955649,42.85713981913052,102.7027040719986,107.14286018086948
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/CustomIntegrationBranchIT.java,Bue Petersen,0.98802394,#000000,148.2035905122757,150.0,0.0,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/CustomIntegrationBranchIT.java,Praqma Service User,0.011976048,#000000,1.7964094877243042,149.99981336319522,148.2035905122757,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/CustomIntegrationBranchIT.java,Thierry Lacour,0.0,#000000,0.0,1.8663680478425704E-4,148.2035905122757,149.99981336319522
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/FindCommitAuthorCallback.java,Bue Petersen,0.62711865,#000000,94.06779706478119,150.0,0.0,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/FindCommitAuthorCallback.java,Thierry Lacour,0.27118644,#000000,55.93220293521881,109.09091018078742,94.06779706478119,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/FindCommitAuthorCallback.java,Simon Groenborg,0.084745765,#000000,46.61017184456197,40.90908981921258,94.06779706478119,109.09091018078742
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/scm/git/FindCommitAuthorCallback.java,Claus Schneider(Praqma),0.016949153,#000000,9.322031090656843,40.90910330646084,140.67796890934315,109.09091018078742
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/exceptions/EstablishingWorkspaceFailedException.java,Thierry Lacour,1.0,#000000,150.0,150.0,0.0,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/IntegrationStrategy.java,Thierry Lacour,0.4032258,#000000,60.48387140035629,150.0,0.0,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/IntegrationStrategy.java,Simon Groenborg,0.3548387,#000000,89.51612859964371,89.18918696217852,60.48387140035629,0.0
pretested-integration-plugin/src/main/java/org/jenkinsci/plugins/pretestedintegration/IntegrationStrategy.java,Claus Schneider(Praqma),0.12903225,#000000,47.741932312647606,60.810813037821475,60.48387140035629,89.18918696217852
