date,total,n,mean,median,sd,max,comments,ratio,revision
2015-10-22,63.0,31,2.03,2.0,1.2,5,0,2.03,e8ed19c
2017-08-04,86.0,41,2.1,1.0,1.32,5,0,2.1,efd502a
2017-09-26,86.0,41,2.1,1.0,1.32,5,0,2.1,4d341d8
2017-10-03,63.0,31,2.03,2.0,1.2,5,0,2.03,aae2112
