date,total,n,mean,median,sd,max,comments,ratio,revision
2015-06-29,336.0,131,2.56,3.0,0.99,5,153,2.56,ea943f3
2015-07-07,280.0,114,2.46,3.0,0.98,4,139,2.46,a48f690
2015-07-07,280.0,114,2.46,3.0,0.98,4,139,2.46,3495706
2015-07-12,283.0,117,2.42,3.0,0.99,4,139,2.42,9b4e052
2015-10-15,263.0,97,2.71,3.0,0.83,4,139,2.71,0ce224f
2018-01-18,251.0,93,2.7,3.0,0.84,4,143,2.7,635f178
