date,total,n,mean,median,sd,max,comments,ratio,revision
2017-08-04,230.0,74,3.11,3.0,1.69,7,53,3.11,efd502a
2017-08-28,230.0,74,3.11,3.0,1.69,7,52,3.11,f4d28b9
2017-09-26,230.0,74,3.11,3.0,1.69,7,52,3.11,4d341d8
2017-09-26,229.0,73,3.14,3.0,1.69,7,52,3.14,0621c68
2017-10-03,230.0,74,3.11,3.0,1.69,7,53,3.11,14d49c8
2017-11-22,227.0,76,2.99,3.0,1.43,6,53,2.99,9121fe9
