date,total,n,mean,median,sd,max,comments,ratio,revision
2015-11-18,81.0,39,2.08,2.0,0.84,3,6,2.08,c1363d3
2016-04-06,100.0,46,2.17,2.0,0.85,3,5,2.17,b6d72e1
2016-06-02,90.0,43,2.09,2.0,0.84,3,4,2.09,5775457
2016-06-13,90.0,43,2.09,2.0,0.84,3,5,2.09,2ce518f
2017-09-07,104.0,47,2.21,2.0,0.91,4,5,2.21,145f35c
2017-09-26,90.0,43,2.09,2.0,0.84,3,5,2.09,bf8b2c9
2017-10-03,90.0,43,2.09,2.0,0.84,3,5,2.09,31e3a82
2017-11-22,90.0,43,2.09,2.0,0.84,3,5,2.09,9121fe9
