date,total,n,mean,median,sd,max,comments,ratio,revision
2015-03-31,337.0,105,3.21,3.0,1.27,6,200,3.21,15aa4e8
2015-07-07,561.0,178,3.15,3.0,1.19,6,170,3.15,a48f690
2015-07-07,561.0,178,3.15,3.0,1.19,6,170,3.15,3495706
2015-07-12,918.0,317,2.9,3.0,0.65,4,216,2.9,9b4e052
2015-10-12,917.0,315,2.91,3.0,0.63,4,216,2.91,9f1778a
2015-10-15,917.0,315,2.91,3.0,0.63,4,210,2.91,0ce224f
2017-09-26,917.0,315,2.91,3.0,0.63,4,211,2.91,6566b30
2018-01-18,893.0,307,2.91,3.0,0.64,4,219,2.91,635f178
