date,total,n,mean,median,sd,max,comments,ratio,revision
2014-12-03,17.0,14,1.21,1.0,0.43,2,9,1.21,703a6ca
2015-05-27,24.0,18,1.33,1.0,0.49,2,0,1.33,7d9f16e
2015-10-15,17.0,14,1.21,1.0,0.43,2,0,1.21,0ce224f
2015-10-22,24.0,18,1.33,1.0,0.49,2,0,1.33,571778d
