date,total,n,mean,median,sd,max,comments,ratio,revision
2015-09-23,70.0,32,2.19,2.0,0.93,4,0,2.19,9b6d14d
2015-10-15,78.0,35,2.23,2.0,0.97,4,0,2.23,0ce224f
2015-10-27,78.0,35,2.23,2.0,0.97,4,18,2.23,b91ba9b
2017-08-04,74.0,33,2.24,2.0,0.97,4,17,2.24,efd502a
2017-09-26,74.0,33,2.24,2.0,0.97,4,17,2.24,4d341d8
2017-10-03,78.0,35,2.23,2.0,0.97,4,18,2.23,aae2112
