date,total,n,mean,median,sd,max,comments,ratio,revision
2018-01-11,38.0,21,1.81,1.0,0.93,3,3,1.81,2562658
2018-01-16,34.0,19,1.79,1.0,0.92,3,3,1.79,fc1ad82
