date,total,n,mean,median,sd,max,comments,ratio,revision
2017-08-04,14.0,9,1.56,1.0,0.73,3,9,1.56,efd502a
2017-08-24,45.0,21,2.14,2.0,0.79,3,9,2.14,f0c9a89
2017-09-26,45.0,21,2.14,2.0,0.79,3,9,2.14,4d341d8
2017-10-03,14.0,9,1.56,1.0,0.73,3,9,1.56,5f92195
