date,total,n,mean,median,sd,max,comments,ratio,revision
2014-05-13,11.0,7,1.57,1.0,0.79,3,9,1.57,21bd775
2014-05-15,11.0,7,1.57,1.0,0.79,3,9,1.57,a8082eb
2014-11-05,18.0,10,1.8,2.0,0.79,3,9,1.8,9a68e17
2015-10-15,18.0,10,1.8,2.0,0.79,3,0,1.8,0ce224f
2015-10-22,18.0,10,1.8,2.0,0.79,3,0,1.8,571778d
2015-10-27,18.0,10,1.8,2.0,0.79,3,10,1.8,b91ba9b
