date,total,n,mean,median,sd,max,comments,ratio,revision
2015-10-22,32.0,16,2.0,2.0,0.73,3,0,2.0,571778d
2015-10-27,32.0,16,2.0,2.0,0.73,3,19,2.0,b91ba9b
