date,total,n,mean,median,sd,max,comments,ratio,revision
2018-01-16,284.0,109,2.61,3.0,1.06,5,70,2.61,6774d1d
2018-01-17,284.0,109,2.61,3.0,1.06,5,70,2.61,fbc16ae
