date,total,n,mean,median,sd,max,comments,ratio,revision
2018-01-15,159.0,61,2.61,3.0,1.27,5,29,2.61,e65633e
2018-01-17,159.0,61,2.61,3.0,1.27,5,29,2.61,fbc16ae
2018-01-17,176.0,67,2.63,3.0,1.28,5,32,2.63,be2f0c3
